Dado_Original,Imputados
0.990516746749803,
-0.62118516500809,
,0.20221644639968872
-1.05117841262104,
0.395518863575128,
1.05203049620636,
-0.550829982688852,
,0.12518319487571716
-0.696568205195236,
-0.0162112192288529,
-0.301179980295928,
0.0921997269989693,
-0.740450911228391,
1.95868504574461,
0.577388400793276,
-0.372395739628137,
-0.25185099992365,
0.0800693541248876,
1.00161725575222,
0.852772863272346,
-0.672754309288941,
-0.155474873134339,
1.00889418883,
1.4323101024733,
1.46463940338566,
1.81517687303084,
-0.406338077492418,
0.399304907161975,
1.81757091066491,
0.666186794934798,
0.352194295413409,
0.190576441848348,
-1.10570917025969,
,0.05846504867076874
-0.431541681325987,
0.774342502842739,
0.553281395506846,
1.4070536834546,
0.833739332093251,
1.45145939562854,
-0.609064031512096,
0.249257000029081,
1.03680039317624,
1.59160416487419,
-0.848182871174269,
-0.641698001212289,
-1.08590315185153,
-0.339682310133179,
1.37788163424158,
-0.15969518583187,
-0.815408391570123,
-0.547061569774163,
,-0.012731529772281647
,0.02659512311220169
0.688830933713803,
2.27165866884502,
1.27190188624022,
0.205241457576676,
,0.06055666506290436
-0.132991340012367,
0.177127309281182,
0.771588698608473,
0.192675051399708,
-1.02395486086367,
,-0.10415031015872955
,-0.07068371772766113
-0.814208817391563,
0.492851260699564,
1.03455443127745,
-0.653358036019107,
0.0126520043146262,
0.539487541843214,
-0.146366726648982,
-0.666481949714843,
,-0.05551671236753464
-1.29577199201732,
0.644614216238193,
0.111321391028825,
0.276170634615636,
0.525567941919933,
0.0706434121082236,
0.113833939282227,
0.695693146680464,
2.64967214820539,
0.594740783974252,
-0.128192299350696,
-0.0385576823413162,
-1.10886108729737,
-0.077602102053728,
0.575093003240329,
1.77015253335372,
0.905226402027148,
-0.051936250150373,
0.721364191011984,
-0.131563815148195,
,0.08969210088253021
-0.647721769236808,
-0.345970643409476,
0.205962940536304,
2.03157621752683,
