"","Dado","Coluna.controle"
"1",0.990516746749803,0.990516746749803
"2",-0.62118516500809,-0.62118516500809
"3",NA,-1.39822265633853
"4",-1.05117841262104,-1.05117841262104
"5",0.395518863575128,0.395518863575128
"6",1.05203049620636,1.05203049620636
"7",-0.550829982688852,-0.550829982688852
"8",NA,-1.90241396334246
"9",-0.696568205195236,-0.696568205195236
"10",-0.0162112192288529,-0.0162112192288529
"11",-0.301179980295928,-0.301179980295928
"12",0.0921997269989693,0.0921997269989693
"13",-0.740450911228391,-0.740450911228391
"14",1.95868504574461,1.95868504574461
"15",0.577388400793276,0.577388400793276
"16",-0.372395739628137,-0.372395739628137
"17",-0.25185099992365,-0.25185099992365
"18",0.0800693541248876,0.0800693541248876
"19",1.00161725575222,1.00161725575222
"20",0.852772863272346,0.852772863272346
"21",-0.672754309288941,-0.672754309288941
"22",-0.155474873134339,-0.155474873134339
"23",1.00889418883,1.00889418883
"24",1.4323101024733,1.4323101024733
"25",1.46463940338566,1.46463940338566
"26",1.81517687303084,1.81517687303084
"27",-0.406338077492418,-0.406338077492418
"28",0.399304907161975,0.399304907161975
"29",1.81757091066491,1.81757091066491
"30",0.666186794934798,0.666186794934798
"31",0.352194295413409,0.352194295413409
"32",0.190576441848348,0.190576441848348
"33",-1.10570917025969,-1.10570917025969
"34",NA,-1.97311589621443
"35",-0.431541681325987,-0.431541681325987
"36",0.774342502842739,0.774342502842739
"37",0.553281395506846,0.553281395506846
"38",1.4070536834546,1.4070536834546
"39",0.833739332093251,0.833739332093251
"40",1.45145939562854,1.45145939562854
"41",-0.609064031512096,-0.609064031512096
"42",0.249257000029081,0.249257000029081
"43",1.03680039317624,1.03680039317624
"44",1.59160416487419,1.59160416487419
"45",-0.848182871174269,-0.848182871174269
"46",-0.641698001212289,-0.641698001212289
"47",-1.08590315185153,-1.08590315185153
"48",-0.339682310133179,-0.339682310133179
"49",1.37788163424158,1.37788163424158
"50",-0.15969518583187,-0.15969518583187
"51",-0.815408391570123,-0.815408391570123
"52",-0.547061569774163,-0.547061569774163
"53",NA,-1.36413434454423
"54",NA,-1.30990371701885
"55",0.688830933713803,0.688830933713803
"56",2.27165866884502,2.27165866884502
"57",1.27190188624022,1.27190188624022
"58",0.205241457576676,0.205241457576676
"59",NA,-2.46273840593751
"60",-0.132991340012367,-0.132991340012367
"61",0.177127309281182,0.177127309281182
"62",0.771588698608473,0.771588698608473
"63",0.192675051399708,0.192675051399708
"64",-1.02395486086367,-1.02395486086367
"65",NA,-1.90067838920959
"66",NA,-1.45095931495292
"67",-0.814208817391563,-0.814208817391563
"68",0.492851260699564,0.492851260699564
"69",1.03455443127745,1.03455443127745
"70",-0.653358036019107,-0.653358036019107
"71",0.0126520043146262,0.0126520043146262
"72",0.539487541843214,0.539487541843214
"73",-0.146366726648982,-0.146366726648982
"74",-0.666481949714843,-0.666481949714843
"75",NA,-2.06084660287643
"76",-1.29577199201732,-1.29577199201732
"77",0.644614216238193,0.644614216238193
"78",0.111321391028825,0.111321391028825
"79",0.276170634615636,0.276170634615636
"80",0.525567941919933,0.525567941919933
"81",0.0706434121082236,0.0706434121082236
"82",0.113833939282227,0.113833939282227
"83",0.695693146680464,0.695693146680464
"84",2.64967214820539,2.64967214820539
"85",0.594740783974252,0.594740783974252
"86",-0.128192299350696,-0.128192299350696
"87",-0.0385576823413162,-0.0385576823413162
"88",-1.10886108729737,-1.10886108729737
"89",-0.077602102053728,-0.077602102053728
"90",0.575093003240329,0.575093003240329
"91",1.77015253335372,1.77015253335372
"92",0.905226402027148,0.905226402027148
"93",-0.051936250150373,-0.051936250150373
"94",0.721364191011984,0.721364191011984
"95",-0.131563815148195,-0.131563815148195
"96",NA,-1.34272114883
"97",-0.647721769236808,-0.647721769236808
"98",-0.345970643409476,-0.345970643409476
"99",0.205962940536304,0.205962940536304
"100",2.03157621752683,2.03157621752683
