"Dado5","Dado10","Dado20","Dado40","Coluna.controle"
1.93964473877313,1.93964473877313,1.93964473877313,1.93964473877313,1.93964473877313
-0.367675867043268,-0.367675867043268,-0.367675867043268,NA,-0.367675867043268
0.588102225387372,0.588102225387372,0.588102225387372,0.588102225387372,0.588102225387372
-0.434637060210101,-0.434637060210101,-0.434637060210101,NA,-0.434637060210101
-1.76172437230377,NA,NA,NA,-1.76172437230377
0.335762104992905,0.335762104992905,0.335762104992905,0.335762104992905,0.335762104992905
0.222791260452524,0.222791260452524,0.222791260452524,0.222791260452524,0.222791260452524
0.257947929246574,0.257947929246574,0.257947929246574,0.257947929246574,0.257947929246574
2.09252381427334,2.09252381427334,2.09252381427334,2.09252381427334,2.09252381427334
1.51593663742178,1.51593663742178,1.51593663742178,1.51593663742178,1.51593663742178
0.00607199037997419,0.00607199037997419,0.00607199037997419,0.00607199037997419,0.00607199037997419
-0.338190105647212,-0.338190105647212,-0.338190105647212,-0.338190105647212,-0.338190105647212
-0.226063554824388,-0.226063554824388,-0.226063554824388,-0.226063554824388,-0.226063554824388
-0.103467381110389,-0.103467381110389,-0.103467381110389,-0.103467381110389,-0.103467381110389
0.146033335458228,0.146033335458228,0.146033335458228,0.146033335458228,0.146033335458228
0.86218261466301,0.86218261466301,0.86218261466301,0.86218261466301,0.86218261466301
1.36827900098281,1.36827900098281,1.36827900098281,1.36827900098281,1.36827900098281
0.184881051406203,0.184881051406203,0.184881051406203,0.184881051406203,0.184881051406203
0.762902029608393,0.762902029608393,0.762902029608393,0.762902029608393,0.762902029608393
1.08793679037517,1.08793679037517,1.08793679037517,1.08793679037517,1.08793679037517
1.00784803415486,1.00784803415486,1.00784803415486,1.00784803415486,1.00784803415486
0.570891909658885,0.570891909658885,0.570891909658885,0.570891909658885,0.570891909658885
0.147366354120561,0.147366354120561,0.147366354120561,0.147366354120561,0.147366354120561
1.52533693656188,1.52533693656188,1.52533693656188,1.52533693656188,1.52533693656188
-1.03063619310297,-1.03063619310297,-1.03063619310297,NA,-1.03063619310297
NA,NA,NA,NA,-2.82083267235003
NA,NA,NA,NA,-3.11066086856189
-0.408818661469571,-0.408818661469571,-0.408818661469571,NA,-0.408818661469571
-0.264374584595001,-0.264374584595001,-0.264374584595001,-0.264374584595001,-0.264374584595001
-0.0197597426861911,-0.0197597426861911,-0.0197597426861911,-0.0197597426861911,-0.0197597426861911
-0.410888221107207,-0.410888221107207,-0.410888221107207,NA,-0.410888221107207
0.755493418779185,0.755493418779185,0.755493418779185,0.755493418779185,0.755493418779185
-0.718141171657366,-0.718141171657366,-0.718141171657366,NA,-0.718141171657366
-0.663451994658299,-0.663451994658299,-0.663451994658299,NA,-0.663451994658299
-0.967527024033061,-0.967527024033061,-0.967527024033061,NA,-0.967527024033061
NA,NA,NA,NA,-2.43304022468894
NA,NA,NA,NA,-2.25183534644632
-1.3786658495848,-1.3786658495848,NA,NA,-1.3786658495848
-0.915066290466087,-0.915066290466087,-0.915066290466087,NA,-0.915066290466087
-1.85699923628532,NA,NA,NA,-1.85699923628532
0.623533735348126,0.623533735348126,0.623533735348126,0.623533735348126,0.623533735348126
-0.159702720249362,-0.159702720249362,-0.159702720249362,-0.159702720249362,-0.159702720249362
-1.08378881234805,-1.08378881234805,NA,NA,-1.08378881234805
-1.32327884357415,-1.32327884357415,NA,NA,-1.32327884357415
1.48119726542571,1.48119726542571,1.48119726542571,1.48119726542571,1.48119726542571
2.82247718750751,2.82247718750751,2.82247718750751,2.82247718750751,2.82247718750751
1.67268433106475,1.67268433106475,1.67268433106475,1.67268433106475,1.67268433106475
1.71353059096066,1.71353059096066,1.71353059096066,1.71353059096066,1.71353059096066
0.85792780302873,0.85792780302873,0.85792780302873,0.85792780302873,0.85792780302873
1.70496631890742,1.70496631890742,1.70496631890742,1.70496631890742,1.70496631890742
-1.0472733334761,-1.0472733334761,-1.0472733334761,NA,-1.0472733334761
-1.28101279320305,-1.28101279320305,NA,NA,-1.28101279320305
0.0882840598345822,0.0882840598345822,0.0882840598345822,0.0882840598345822,0.0882840598345822
-0.708757898128594,-0.708757898128594,-0.708757898128594,NA,-0.708757898128594
0.604450919769099,0.604450919769099,0.604450919769099,0.604450919769099,0.604450919769099
-0.0571869296082922,-0.0571869296082922,-0.0571869296082922,-0.0571869296082922,-0.0571869296082922
-0.376274473258725,-0.376274473258725,-0.376274473258725,NA,-0.376274473258725
-0.845186916601035,-0.845186916601035,-0.845186916601035,NA,-0.845186916601035
-1.31370812431406,-1.31370812431406,NA,NA,-1.31370812431406
-0.991984967828285,-0.991984967828285,-0.991984967828285,NA,-0.991984967828285
-0.111392653704928,-0.111392653704928,-0.111392653704928,-0.111392653704928,-0.111392653704928
-1.11999744226174,-1.11999744226174,NA,NA,-1.11999744226174
-1.45020719405289,NA,NA,NA,-1.45020719405289
-0.721039859043332,-0.721039859043332,-0.721039859043332,NA,-0.721039859043332
-0.605231873996785,-0.605231873996785,-0.605231873996785,NA,-0.605231873996785
-1.23857071388928,-1.23857071388928,NA,NA,-1.23857071388928
0.824374831309588,0.824374831309588,0.824374831309588,0.824374831309588,0.824374831309588
0.350378796809104,0.350378796809104,0.350378796809104,0.350378796809104,0.350378796809104
1.62592111173234,1.62592111173234,1.62592111173234,1.62592111173234,1.62592111173234
-0.322046082504039,-0.322046082504039,-0.322046082504039,-0.322046082504039,-0.322046082504039
-0.362647321784653,-0.362647321784653,-0.362647321784653,-0.362647321784653,-0.362647321784653
1.97480507353989,1.97480507353989,1.97480507353989,1.97480507353989,1.97480507353989
0.219827128303586,0.219827128303586,0.219827128303586,0.219827128303586,0.219827128303586
-0.213087925931317,-0.213087925931317,-0.213087925931317,-0.213087925931317,-0.213087925931317
0.461384768623517,0.461384768623517,0.461384768623517,0.461384768623517,0.461384768623517
-1.00870537729885,-1.00870537729885,-1.00870537729885,NA,-1.00870537729885
-1.05653503981863,-1.05653503981863,-1.05653503981863,NA,-1.05653503981863
0.0196085697047814,0.0196085697047814,0.0196085697047814,0.0196085697047814,0.0196085697047814
0.00109440282522199,0.00109440282522199,0.00109440282522199,0.00109440282522199,0.00109440282522199
0.374619643026226,0.374619643026226,0.374619643026226,0.374619643026226,0.374619643026226
-1.26273043738848,-1.26273043738848,NA,NA,-1.26273043738848
-0.931954166078298,-0.931954166078298,-0.931954166078298,NA,-0.931954166078298
0.65587538024575,0.65587538024575,0.65587538024575,0.65587538024575,0.65587538024575
0.227268978469276,0.227268978469276,0.227268978469276,0.227268978469276,0.227268978469276
0.691647498095027,0.691647498095027,0.691647498095027,0.691647498095027,0.691647498095027
1.15704360144717,1.15704360144717,1.15704360144717,1.15704360144717,1.15704360144717
0.655420825352737,0.655420825352737,0.655420825352737,0.655420825352737,0.655420825352737
1.35182276230824,1.35182276230824,1.35182276230824,1.35182276230824,1.35182276230824
-1.06998271334333,-1.06998271334333,NA,NA,-1.06998271334333
-1.14826079099378,-1.14826079099378,NA,NA,-1.14826079099378
1.01693902998638,1.01693902998638,1.01693902998638,1.01693902998638,1.01693902998638
0.47130231981343,0.47130231981343,0.47130231981343,0.47130231981343,0.47130231981343
0.0410079386672935,0.0410079386672935,0.0410079386672935,0.0410079386672935,0.0410079386672935
-0.450276255393857,-0.450276255393857,-0.450276255393857,NA,-0.450276255393857
0.759780111726498,0.759780111726498,0.759780111726498,0.759780111726498,0.759780111726498
1.33393839682107,1.33393839682107,1.33393839682107,1.33393839682107,1.33393839682107
0.686876686437141,0.686876686437141,0.686876686437141,0.686876686437141,0.686876686437141
-1.66278111724647,NA,NA,NA,-1.66278111724647
NA,NA,NA,NA,-2.09277807927843
-1.58058517763181,NA,NA,NA,-1.58058517763181
